gene_id	gene_symbol	Model_A_log2FC	Model_A_SE	Model_A_CI95_low	Model_A_CI95_high	Model_A_raw_P	Model_A_FDR	log2FC_MACULA_vs_PERIPHERY_paired	SE_paired	CI95_low_paired	CI95_high_paired	raw_P_paired	FDR_paired	log2FC_MACULA_vs_PERIPHERY_adult	SE_adult	CI95_low_adult	CI95_high_adult	raw_P_adult	FDR_adult	log2FC_MACULA_vs_PERIPHERY_age_overlap	SE_age_overlap	CI95_low_age_overlap	CI95_high_age_overlap	raw_P_age_overlap	FDR_age_overlap	evidence_tier	paired_same_direction	adult_same_direction	primary_effect_threshold_abs_log2FC
ENSG00000169744	LDB2	0.826737164122502	0.284642756421801	0.254767113450583	1.39870721479442	0.0054989898896566	0.0500374617545629	0.684049023500811	0.224161520036008	0.212815405593794	1.15528264140783	0.0069182104675381	0.05613297113222	1.02932487409055	0.32899231513046	0.365281564515826	1.69336818366528	0.0031967121953193	0.0381177394585591	0.826737164122502	0.284642756421801	0.254767113450583	1.39870721479442	0.0054989898896566	0.0500374617545629	NOT_SIGNIFICANT	True	True	0.25
ENSG00000286834	ENSG00000286834	0.693367105059426	0.239716211161977	0.212559664380147	1.17417454573871	0.0055336849313842	0.0503327465575625	0.972793078865623	0.312702440741195	0.319413293149499	1.62617286458175	0.0056284283693462	0.0493761498808748	0.862963472495562	0.259697527345871	0.339895094575974	1.38603185041515	0.0017768520203664	0.0253261869630062	0.693367105059426	0.239716211161977	0.212559664380147	1.17417454573871	0.0055336849313842	0.0503327465575625	NOT_SIGNIFICANT	True	True	0.25
ENSG00000173915	ATP5MK	-0.517981594738188	0.179099792769998	-0.877208501297902	-0.158754688178474	0.0055383956422416	0.0503551739989785	-0.470437258965503	0.181594548300613	-0.84987211970607	-0.0910023982249369	0.0177079921437002	0.104938395851574	-0.465521353230394	0.204707608280243	-0.877832081427428	-0.0532106250333604	0.0277838190365427	0.156467040847639	-0.517981594738188	0.179099792769998	-0.877208501297902	-0.158754688178474	0.0055383956422416	0.0503551739989785	NOT_SIGNIFICANT	True	True	0.25
ENSG00000163596	ICA1L	-0.334758919020634	0.115761163533539	-0.566945255100373	-0.102572582940895	0.0055434524850999	0.0503807290278739	-0.374254109244085	0.143584770020649	-0.674268992549188	-0.0742392259389811	0.0171129902394499	0.102723318938163	-0.328414191319665	0.126775229455343	-0.58375783786611	-0.07307054477322	0.0128725945828129	0.0959874183148413	-0.334758919020634	0.115761163533539	-0.566945255100373	-0.102572582940895	0.0055434524850999	0.0503807290278739	NOT_SIGNIFICANT	True	True	0.25
ENSG00000141433	ADCYAP1	-1.20475337311858	0.416886051023868	-2.04091674428182	-0.368590001955335	0.0055727181440541	0.0506000037654634	-1.36059133862937	0.441192983928455	-2.28244719819784	-0.438735479060909	0.0059810256305161	0.0511650326729557	-1.03254591715508	0.448026239150585	-1.93493555702947	-0.130156277280686	0.0258585299119042	0.149462982484234	-1.20475337311858	0.416886051023868	-2.04091674428182	-0.368590001955335	0.0055727181440541	0.0506000037654634	NOT_SIGNIFICANT	True	True	0.25
ENSG00000136144	RCBTB1	-0.397119862190868	0.137417741271925	-0.672743576434529	-0.121496147947208	0.0055729198095546	0.0506000037654634	-0.440633752292714	0.128116403001935	-0.708328074542682	-0.172939430042746	0.0026705381120918	0.0298171672071419	-0.390669515634435	0.151142127378614	-0.695091618575588	-0.0862474126932829	0.0130600696093076	0.0969062452488199	-0.397119862190868	0.137417741271925	-0.672743576434529	-0.121496147947208	0.0055729198095546	0.0506000037654634	NOT_SIGNIFICANT	True	True	0.25
ENSG00000163541	SUCLG1	-0.315782496257578	0.109275622684658	-0.534960549410368	-0.0966044431047877	0.0055743472717102	0.0506000037654634	-0.387005968025866	0.114035390754695	-0.625278553934537	-0.148733382117196	0.0029637788248726	0.0321016952861509	-0.320095572729917	0.116202612681884	-0.554144440066958	-0.0860467053928761	0.0084513301581104	0.0730047541898358	-0.315782496257578	0.109275622684658	-0.534960549410368	-0.0966044431047877	0.0055743472717102	0.0506000037654634	NOT_SIGNIFICANT	True	True	0.25
ENSG00000250190	LINC02364	1.41596149848935	0.48980423371664	0.433175757071888	2.39874723990682	0.0055876866316003	0.0507005708522639	0.83296576994257	0.373966451721691	0.0515771772863171	1.61435436259882	0.0378848410805831	0.169993674918077	1.33904843113971	0.473109395232681	0.386137687352412	2.291959174927	0.0069278687344174	0.0637508858058757	1.41596149848935	0.48980423371664	0.433175757071888	2.39874723990682	0.0055876866316003	0.0507005708522639	NOT_SIGNIFICANT	True	True	0.25
ENSG00000197121	PGAP1	-0.420310565564599	0.145499105514999	-0.712143363207647	-0.128477767921551	0.0055901036520231	0.0507019914738699	-0.399919441423148	0.179732629207585	-0.775892502938495	-0.0239463799077996	0.0382791191527821	0.171042400162074	-0.394391405213428	0.164834622508248	-0.726392173574798	-0.0623906368520575	0.020965951194564	0.131482184114838	-0.420310565564599	0.145499105514999	-0.712143363207647	-0.128477767921551	0.0055901036520231	0.0507019914738699	NOT_SIGNIFICANT	True	True	0.25
ENSG00000225096	ENSG00000225096	-0.899775930697633	0.311514792082378	-1.52459237172531	-0.274959489669952	0.0055956383465072	0.0507316766823593	-0.843167246323451	0.288534853097083	-1.4460497823259	-0.240284710321008	0.0085808962545363	0.0646422758609208	-1.07374337257014	0.327986050916839	-1.73435471295012	-0.413132032190162	0.0020454764037097	0.0280637320940668	-0.899775930697633	0.311514792082378	-1.52459237172531	-0.274959489669952	0.0055956383465072	0.0507316766823593	NOT_SIGNIFICANT	True	True	0.25
ENSG00000114771	AADAC	1.24657944694448	0.431681206252808	0.38074089993227	2.11241799395668	0.0056057305841502	0.0507821231835583							1.44529925249408	0.479191003149699	0.480139270830672	2.41045923415749	0.0042017344414569	0.0458604196381947	1.24657944694448	0.431681206252808	0.38074089993227	2.11241799395668	0.0056057305841502	0.0507821231835583	NOT_SIGNIFICANT	False	True	0.25
ENSG00000113231	PDE8B	0.401113046786313	0.138899850312931	0.122516613045045	0.679709480527581	0.0056048940953919	0.0507821231835583	0.406729428475697	0.116399407823429	0.163517319350843	0.64994153760055	0.0023549120105193	0.0275605517107269	0.421721680939601	0.143255700644917	0.13318398198695	0.710259379892252	0.0051141955354761	0.0522660327192035	0.401113046786313	0.138899850312931	0.122516613045045	0.679709480527581	0.0056048940953919	0.0507821231835583	NOT_SIGNIFICANT	True	True	0.25
ENSG00000177595	PIDD1	0.439373870827943	0.152205919524981	0.134088974707198	0.744658766948687	0.0056214922459179	0.0509043484359867	0.445447438618985	0.201587610305483	0.0242378397676813	0.866657037470288	0.0392719811140193	0.173806348478712	0.313743665916746	0.164086814102964	-0.0167509081672116	0.644238240000704	0.0622525937969213	0.252558807484909	0.439373870827943	0.152205919524981	0.134088974707198	0.744658766948687	0.0056214922459179	0.0509043484359867	NOT_SIGNIFICANT	True	True	0.25
ENSG00000172673	THEMIS	1.09398258752264	0.379011628327816	0.33370841774075	1.85425675730452	0.0056342430644708	0.0509992219273937	0.796218467396266	0.322645118717586	0.122063836462239	1.47037309833029	0.0230011041129007	0.123642028935777	1.00817526127342	0.432933744344701	0.135896505423259	1.88045401712357	0.0244848510818126	0.144951636565896	1.09398258752264	0.379011628327816	0.33370841774075	1.85425675730452	0.0056342430644708	0.0509992219273937	NOT_SIGNIFICANT	True	True	0.25
ENSG00000226777	FAM30A	1.43641830726568	0.497917095342796	0.437728051309369	2.43510856322198	0.005650090590328	0.0510314894214034													1.43641830726568	0.497917095342796	0.437728051309369	2.43510856322198	0.005650090590328	0.0510314894214034	NOT_SIGNIFICANT	False	False	0.25
ENSG00000118520	ARG1	1.1586402500156	0.401595075543572	0.353146539241761	1.96413396078945	0.0056463563721753	0.0510314894214034	1.54152991507258	0.44918844693688	0.60296784145998	2.48009198868518	0.0027168172261299	0.0302035358902477	1.24772699109252	0.430897055982692	0.379838003366364	2.11561597881867	0.0058219647084262	0.0566058664157464	1.1586402500156	0.401595075543572	0.353146539241761	1.96413396078945	0.0056463563721753	0.0510314894214034	NOT_SIGNIFICANT	True	True	0.25
ENSG00000120437	ACAT2	0.746956892404407	0.258427866260759	0.228075695669464	1.26583808913935	0.0056492647661093	0.0510314894214034	0.447085988599141	0.165257615471556	0.10178652394249	0.792385453255792	0.0138187424245883	0.088461444082465	0.606084572162031	0.25931686460079	0.08339689405078	1.12877225027328	0.0240635083325462	0.143297513613503	0.746956892404407	0.258427866260759	0.228075695669464	1.26583808913935	0.0056492647661093	0.0510314894214034	NOT_SIGNIFICANT	True	True	0.25
ENSG00000126267	COX6B1	-0.648525406883443	0.224766414449923	-1.09934750172	-0.197703312046882	0.0056427261889272	0.0510314894214034	-0.49048832071798	0.26557648706428	-1.04575130819085	0.0647746667548949	0.0801507530459305	0.264868336382673	-0.722842521405317	0.258584501261949	-1.24366910382439	-0.202015938986245	0.0075963021563925	0.0681065932839552	-0.648525406883443	0.224766414449923	-1.09934750172	-0.197703312046882	0.0056427261889272	0.0510314894214034	NOT_SIGNIFICANT	True	True	0.25
ENSG00000101335	MYL9	0.601817543382672	0.20856618133351	0.183488839732939	1.0201462470324	0.0056401209447651	0.0510314894214034	0.904949196758152	0.205318687399487	0.475943655072529	1.33395473844378	0.0002865468262945	0.0061267568172297	0.534473408926165	0.246068176909485	0.0388565138825123	1.03009030396982	0.0351640779021019	0.180061365611392	0.601817543382672	0.20856618133351	0.183488839732939	1.0201462470324	0.0056401209447651	0.0510314894214034	NOT_SIGNIFICANT	True	True	0.25
ENSG00000090020	SLC9A1	-0.551267106484013	0.191095954995412	-0.934555147789752	-0.167979065178273	0.0056514587482285	0.0510314894214034	-0.735009577514635	0.213588284343269	-1.18129412561377	-0.288725029415505	0.0026588268893142	0.0297782034418561	-0.599305934185435	0.215623159435065	-1.03360216103162	-0.165009707339248	0.0079213484731213	0.0698813545805686	-0.551267106484013	0.191095954995412	-0.934555147789752	-0.167979065178273	0.0056514587482285	0.0510314894214034	NOT_SIGNIFICANT	True	True	0.25
ENSG00000223563	ENSG00000223563	0.999807187230963	0.346767175522852	0.304283770743847	1.69533060371808	0.0056753829825635	0.0512268975045873	0.967693978384774	0.254490450585025	0.435945918868786	1.49944203790076	0.001158685041117	0.0165617885514042	0.886776372996764	0.350223489787524	0.181375614719541	1.59217713127399	0.0149031843998666	0.105730882098796	0.999807187230963	0.346767175522852	0.304283770743847	1.69533060371808	0.0056753829825635	0.0512268975045873	NOT_SIGNIFICANT	True	True	0.25
ENSG00000146021	KLHL3	-0.360742373394433	0.125154361770853	-0.611768985575583	-0.109715761213282	0.0056885069568725	0.0513247027524743	-0.456108054154127	0.0949662224698426	-0.654536342531223	-0.257679765777031	0.0001157431637782	0.0030600126949248	-0.360699984623248	0.138245834936657	-0.639147089505189	-0.0822528797413075	0.0122820711058718	0.092954410697482	-0.360742373394433	0.125154361770853	-0.611768985575583	-0.109715761213282	0.0056885069568725	0.0513247027524743	NOT_SIGNIFICANT	True	True	0.25
ENSG00000166225	FRS2	-0.353692182058868	0.122719413369961	-0.599834930511555	-0.107549433606181	0.0056925364827338	0.0513404074417855	-0.379054113464004	0.103859049489507	-0.596063623652948	-0.162044603275059	0.0016478119879183	0.0214758529299873	-0.276388895576897	0.124756637898736	-0.527666806796604	-0.0251109843571894	0.0318377909790507	0.169641753815646	-0.353692182058868	0.122719413369961	-0.599834930511555	-0.107549433606181	0.0056925364827338	0.0513404074417855	NOT_SIGNIFICANT	True	True	0.25
ENSG00000183798	EMILIN3	0.83043171013391	0.288199905179524	0.252378777703123	1.4084846425647	0.0057031020923724	0.0514150240883898	0.907600487672986	0.299825608945461	0.281126349317518	1.53407462602845	0.0067930578807895	0.0556158928790654	0.941110998095952	0.342284695177416	0.251700120283842	1.63052187590806	0.0085651834744698	0.0736987794029798	0.83043171013391	0.288199905179524	0.252378777703123	1.4084846425647	0.0057031020923724	0.0514150240883898	NOT_SIGNIFICANT	True	True	0.25
ENSG00000257599	OVCH1-AS1	1.05943173515357	0.367706339706928	0.321909882713759	1.79695358759338	0.0057070623732215	0.05143005585832	1.36536912839852	0.455921769592038	0.412738034719571	2.31800022207747	0.0073022522896656	0.05823152310253	1.27967415069227	0.400391872412741	0.473227014381295	2.08612128700325	0.002549300524053	0.0324085355060688	1.05943173515357	0.367706339706928	0.321909882713759	1.79695358759338	0.0057070623732215	0.05143005585832	NOT_SIGNIFICANT	True	True	0.25
ENSG00000272602	ZNF595	-0.387797917576651	0.134630381739498	-0.657830924389459	-0.117764910763844	0.0057184139786153	0.0515116568435113	-0.336742826222307	0.154779780440118	-0.660149255470015	-0.0133363969745995	0.0420762027894978	0.181032167877989	-0.418831803119047	0.139966439348183	-0.700744454122184	-0.136919152115909	0.0044832223560484	0.0478870856127119	-0.387797917576651	0.134630381739498	-0.657830924389459	-0.117764910763844	0.0057184139786153	0.0515116568435113	NOT_SIGNIFICANT	True	True	0.25
